iter	R2	RMSE
937	0.8653782626	4818804.302
938	0.8654589691	4817359.635
939	0.8656407003	4814105.013
940	0.865731869	4812471.446
941	0.865809954	4811071.871
942	0.8660155369	4807385.11
943	0.8661824656	4804389.461
944	0.8663267895	4801797.964
945	0.866529385	4798157.776
946	0.8666003993	4796881.154
947	0.866800106	4793289.208
948	0.8669066233	4791372.277
949	0.8670363622	4789036.402
950	0.8671203103	4787524.357
951	0.8672635399	4784943.449
952	0.8674407239	4781748.779
953	0.8675501978	4779773.872
954	0.8676757587	4777507.748
955	0.867687369	4777298.152
956	0.8678614694	4774154.071
957	0.8680317906	4771076.233
958	0.8681861712	4768284.739
959	0.868197234	4768084.638
960	0.8682714819	4766741.457
961	0.8683397507	4765506.107
962	0.868349144	4765336.105
963	0.8685301871	4762058.389
964	0.8685607872	4761504.164
965	0.8686542226	4759811.473
966	0.8686650176	4759615.869
967	0.8687404986	4758247.947
968	0.8688099012	4756989.834
969	0.8688853594	4755621.569
970	0.8689515808	4754420.47
971	0.869129726	4751187.828
972	0.8692459624	4749077.404
973	0.8693370989	4747422.045
974	0.8694977207	4744503.182
975	0.869565211	4743276.194
976	0.8695756737	4743085.952
977	0.8696970284	4740878.812
978	0.8698386728	4738301.351
979	0.8699287692	4736661.163
980	0.8700393419	4734647.433
981	0.8700970654	4733595.843
982	0.8702768976	4730318.212
983	0.8703949834	4728164.738
984	0.8704717129	4726764.933
985	0.8705595123	4725162.668
986	0.8707275193	4722095.165
987	0.8707383977	4721896.476
988	0.8709026722	4718895.068
989	0.870912834	4718709.341
990	0.8709229357	4718524.707
991	0.8710556119	4716099.037
992	0.8710656778	4715914.954
993	0.8711756973	4713902.483
994	0.8713173038	4711310.957
995	0.8713272854	4711128.232
996	0.8713372075	4710946.588
997	0.8713470707	4710766.017
998	0.8713568565	4710586.854
999	0.8713675529	4710391.011
